Seed	Demuxer	BarcodeSet	Sec
2841	ar	200-9bp-se	5.582434415817261
6731	ar	400-9bp-se	5.642129898071289
1285	axe	100-8bp-pe	6.934579610824585
7837	axe	800-9bp-se	3.875408887863159
3544	axe	800-9bp-se	3.91318941116333
2841	axe	800-9bp-se	3.9112348556518555
3176	axe	1024-8bp-pe	6.819015026092529
6731	axe	200-9bp-se	3.356311321258545
7460	axe	200-9bp-se	3.2858173847198486
7460	axe	1024-8bp-pe	6.767872095108032
7051	axe	100-variable-pe	6.2597270011901855
3176	axe	10-8bp-pe	6.1301634311676025
7837	axe	20-9bp-se	3.24288272857666
3562	axe	1024-8bp-pe	6.740619659423828
7837	axe	200-9bp-se	3.374173879623413
3176	axe	10-9bp-se	3.2493793964385986
9671	axe	100-8bp-se	3.2417776584625244
9671	axe	10000-8bp-pe	11.994570255279541
7837	axe	100-variable-se	3.2972185611724854
2841	axe	50-9bp-se	3.329857349395752
3544	axe	100-8bp-se	3.292117118835449
3176	axe	100-variable-se	3.520765781402588
6731	axe	50-9bp-se	3.236543893814087
1285	axe	800-9bp-se	3.938864231109619
3544	axe	400-9bp-se	3.475147008895874
1285	axe	200-9bp-se	3.414943218231201
7837	axe	400-9bp-se	4.361037254333496
2841	axe	100-variable-pe	6.058021545410156
7460	axe	10-9bp-se	3.8415887355804443
7837	axe	50-9bp-se	3.3037829399108887
9671	axe	100-variable-pe	6.351375579833984
2841	axe	1024-8bp-pe	7.0375471115112305
7051	axe	100-8bp-pe	6.288614988327026
3562	axe	10-9bp-se	3.129884719848633
7051	axe	100-8bp-se	3.216447353363037
7051	axe	10-9bp-se	3.1654014587402344
1285	axe	1024-8bp-pe	6.960428714752197
6731	axe	100-variable-se	3.329603672027588
3544	axe	100-variable-se	3.3230791091918945
3176	axe	100-8bp-pe	6.377234935760498
3544	axe	200-9bp-se	3.386287212371826
6731	axe	10-8bp-pe	6.052350759506226
3176	axe	200-9bp-se	3.418067455291748
7051	axe	10-8bp-pe	6.617074012756348
2841	axe	20-9bp-se	3.1744940280914307
2841	axe	100-8bp-se	3.2161715030670166
3562	axe	400-9bp-se	3.5337207317352295
3544	axe	20-9bp-se	3.180025815963745
1285	axe	10000-8bp-pe	9.045686960220337
2841	axe	100-variable-se	3.3204240798950195
3176	axe	100-8bp-se	3.2521812915802
7460	axe	400-9bp-se	3.497884750366211
3176	axe	400-9bp-se	3.615551233291626
1285	axe	10-8bp-pe	6.190921306610107
6731	axe	1024-8bp-pe	6.727971315383911
9671	axe	20-9bp-se	3.192591905593872
7460	axe	50-9bp-se	3.252291440963745
3562	axe	10-8bp-pe	6.277435064315796
9671	axe	50-9bp-se	3.1379690170288086
7051	axe	50-9bp-se	3.236485004425049
2841	axe	100-8bp-pe	6.320868015289307
1285	axe	100-variable-se	3.300964593887329
7837	axe	100-8bp-se	3.2151639461517334
3562	axe	50-9bp-se	3.1715800762176514
3562	axe	100-variable-pe	7.540610074996948
2841	axe	10000-8bp-pe	9.444983005523682
7051	axe	400-9bp-se	3.637538433074951
3176	axe	20-9bp-se	3.138197660446167
1285	axe	100-8bp-se	3.18369722366333
3562	axe	200-9bp-se	3.466766119003296
3544	axe	100-variable-pe	6.094585418701172
3176	axe	100-variable-pe	6.128003120422363
7051	axe	1024-8bp-pe	6.933038234710693
7837	axe	100-variable-pe	6.055190563201904
3544	axe	10000-8bp-pe	10.767632961273193
3544	axe	1024-8bp-pe	8.728832960128784
3562	axe	20-9bp-se	3.183302640914917
7460	axe	800-9bp-se	5.917836666107178
3544	axe	10-9bp-se	3.233863592147827
3544	axe	50-9bp-se	3.2272536754608154
9671	axe	100-8bp-pe	8.189955472946167
3544	axe	10-8bp-pe	6.138506174087524
9671	axe	10-8bp-pe	6.1431684494018555
3562	axe	10000-8bp-pe	8.949089288711548
7460	axe	100-8bp-se	3.311028242111206
7837	axe	10000-8bp-pe	8.9810311794281
6731	axe	100-variable-pe	6.166918039321899
7051	axe	800-9bp-se	3.8321621417999268
6731	axe	10000-8bp-pe	9.450939655303955
3176	axe	800-9bp-se	4.2009358406066895
6731	axe	10-9bp-se	3.1981096267700195
3176	axe	10000-8bp-pe	8.837754011154175
7051	axe	200-9bp-se	3.3050875663757324
6731	axe	20-9bp-se	3.1464951038360596
6731	axe	800-9bp-se	3.9782721996307373
7837	axe	1024-8bp-pe	7.037477970123291
7837	axe	100-8bp-pe	6.197876453399658
3562	axe	800-9bp-se	3.8664169311523438
1285	axe	20-9bp-se	3.932053327560425
2841	axe	10-8bp-pe	6.672644853591919
3176	axe	50-9bp-se	3.292590379714966
7460	axe	10-8bp-pe	6.1781604290008545
9671	axe	800-9bp-se	3.9116835594177246
2841	axe	10-9bp-se	3.1008224487304688
7051	axe	100-variable-se	3.3420186042785645
1285	axe	400-9bp-se	3.492485284805298
9671	axe	10-9bp-se	3.1954538822174072
9671	axe	1024-8bp-pe	6.781042098999023
7837	axe	10-9bp-se	3.3941574096679688
6731	axe	100-8bp-se	3.9357285499572754
7837	axe	10-8bp-pe	6.22532844543457
2841	axe	400-9bp-se	4.1807701587677
6731	axe	100-8bp-pe	6.641680002212524
1285	axe	50-9bp-se	7.590513229370117
7460	axe	100-variable-pe	6.2215282917022705
7460	axe	100-8bp-pe	6.306164026260376
7460	axe	20-9bp-se	3.3190126419067383
9671	axe	400-9bp-se	3.4743552207946777
1285	axe	10-9bp-se	3.2269673347473145
3562	axe	100-8bp-se	3.28167462348938
3562	axe	100-variable-se	3.3271143436431885
3544	axe	100-8bp-pe	6.262447834014893
7460	axe	100-variable-se	3.3193719387054443
7051	axe	10000-8bp-pe	9.487797975540161
1285	axe	100-variable-pe	6.114854097366333
7051	axe	20-9bp-se	3.200307607650757
3562	axe	100-8bp-pe	6.528614044189453
7460	axe	10000-8bp-pe	8.943205118179321
9671	axe	200-9bp-se	3.3084611892700195
2841	axe	200-9bp-se	3.4618425369262695
6731	axe	400-9bp-se	3.920128345489502
9671	axe	100-variable-se	3.3362741470336914
6731	flexbar	200-9bp-se	1389.0557475090027
7460	flexbar	200-9bp-se	1393.0621011257172
7837	flexbar	20-9bp-se	159.662761926651
7837	flexbar	200-9bp-se	1414.531661748886
3176	flexbar	10-9bp-se	88.25210976600647
9671	flexbar	100-8bp-se	661.8187239170074
7837	flexbar	100-variable-se	726.1719446182251
2841	flexbar	50-9bp-se	371.4678165912628
3544	flexbar	100-8bp-se	670.9927332401276
3176	flexbar	100-variable-se	732.5843675136566
6731	flexbar	50-9bp-se	363.85409569740295
1285	flexbar	200-9bp-se	1404.4233090877533
7460	flexbar	10-9bp-se	96.99818229675293
7837	flexbar	50-9bp-se	364.9229600429535
3562	flexbar	10-9bp-se	95.4201066493988
7051	flexbar	100-8bp-se	657.0020654201508
7051	flexbar	10-9bp-se	87.2115044593811
6731	flexbar	100-variable-se	719.1489934921265
3544	flexbar	100-variable-se	716.905689239502
3544	flexbar	200-9bp-se	1381.2312498092651
3176	flexbar	200-9bp-se	1402.8742864131927
2841	flexbar	20-9bp-se	183.986998796463
2841	flexbar	100-8bp-se	655.030680179596
3544	flexbar	20-9bp-se	159.56170129776
2841	flexbar	100-variable-se	743.7945084571838
3176	flexbar	100-8bp-se	680.6109631061554
9671	flexbar	20-9bp-se	157.71166801452637
7460	flexbar	50-9bp-se	360.2895894050598
9671	flexbar	50-9bp-se	358.3154993057251
7051	flexbar	50-9bp-se	362.4969530105591
1285	flexbar	100-variable-se	744.5707323551178
7837	flexbar	100-8bp-se	657.86589884758
3562	flexbar	50-9bp-se	365.9913582801819
3562	flexbar	100-variable-pe	60.9050714969635
3176	flexbar	20-9bp-se	166.3822832107544
1285	flexbar	100-8bp-se	670.3086760044098
3562	flexbar	200-9bp-se	1394.4819135665894
3544	flexbar	100-variable-pe	61.88326382637024
3176	flexbar	100-variable-pe	59.31627058982849
3562	flexbar	20-9bp-se	155.19442653656006
3544	flexbar	10-9bp-se	85.06419396400452
3544	flexbar	50-9bp-se	365.23048090934753
7460	flexbar	100-8bp-se	679.7187268733978
6731	flexbar	10-9bp-se	98.98481249809265
7051	flexbar	200-9bp-se	1386.8829810619354
6731	flexbar	20-9bp-se	159.98798751831055
1285	flexbar	20-9bp-se	157.65550065040588
3176	flexbar	50-9bp-se	363.0208125114441
2841	flexbar	10-9bp-se	98.94108057022095
7051	flexbar	100-variable-se	741.4794247150421
9671	flexbar	10-9bp-se	95.03404808044434
7837	flexbar	10-9bp-se	87.89917397499084
6731	flexbar	100-8bp-se	670.3581004142761
1285	flexbar	50-9bp-se	360.7463140487671
7460	flexbar	20-9bp-se	168.94136500358582
1285	flexbar	10-9bp-se	91.66190075874329
3562	flexbar	100-8bp-se	669.0177376270294
3562	flexbar	100-variable-se	749.4575576782227
7460	flexbar	100-variable-se	748.0843689441681
7051	flexbar	20-9bp-se	156.76713061332703
9671	flexbar	200-9bp-se	1368.600007534027
2841	flexbar	200-9bp-se	1383.3684134483337
9671	flexbar	100-variable-se	725.3683536052704
